f_ghz,gain_imb_db,phase_imb_deg,cm_leak_dbc,cm_dm_db
1.348962879999999975e+00,2.383999999988617446e-05,1.582533999999213847e-02,-7.719559286000000498e+01,-7.990019270000000517e+01
1.380384260000000030e+00,2.500999999988096079e-05,1.619428999998717700e-02,-7.699560968000000116e+01,-7.970024259999999572e+01
1.412537539999999980e+00,2.624999999989441335e-05,1.657115000000430882e-02,-7.679562763999999220e+01,-7.950029929999999467e+01
1.445439769999999902e+00,2.754000000004808157e-05,1.695691000000465465e-02,-7.659564679999999726e+01,-7.930036280000000204e+01
1.479108389999999940e+00,2.888999999983710154e-05,1.735209000000281776e-02,-7.639566714000000047e+01,-7.910043330000000594e+01
1.513561249999999969e+00,3.031000000008887696e-05,1.775576999997952043e-02,-7.619568890000000749e+01,-7.890051090000000045e+01
1.548816619999999977e+00,3.179000000042009333e-05,1.816961000000105741e-02,-7.599571190000000342e+01,-7.870059589999999616e+01
1.584893190000000063e+00,3.333999999988179752e-05,1.859285000000454602e-02,-7.579573637000000019e+01,-7.850068840000000137e+01
1.621810100000000032e+00,3.496999999974548246e-05,1.902533999998468062e-02,-7.559576218999998787e+01,-7.830078849999999591e+01
1.659586910000000026e+00,3.667000000007192284e-05,1.946854999999914071e-02,-7.539578954999998928e+01,-7.810089650000000461e+01
1.698243649999999993e+00,3.844999999991216555e-05,1.992160000000353648e-02,-7.519581841000000111e+01,-7.790101260000000138e+01
1.737800830000000074e+00,4.032000000009361429e-05,2.038526000001184002e-02,-7.499584892000000025e+01,-7.770113709999999685e+01
1.778279409999999894e+00,4.227000000023295456e-05,2.085998000001154651e-02,-7.479588110999999628e+01,-7.750127019999999334e+01
1.819700859999999976e+00,4.430999999982532245e-05,2.134590000000002874e-02,-7.459591498000000342e+01,-7.730141229999999553e+01
1.862087140000000085e+00,4.645999999963734695e-05,2.184285999999246997e-02,-7.439595072000000187e+01,-7.710156340000000341e+01
1.905460719999999997e+00,4.870000000023466669e-05,2.235145000000215987e-02,-7.419598820999999589e+01,-7.690172409999999559e+01
1.949844600000000039e+00,5.104000000022423933e-05,2.287199999997824307e-02,-7.399602778999999941e+01,-7.670189469999999687e+01
1.995262309999999983e+00,5.350999999986782996e-05,2.340458999998418221e-02,-7.379606929000000548e+01,-7.650207539999999540e+01
2.041737939999999973e+00,5.607999999979185191e-05,2.394911999999749241e-02,-7.359611291000000222e+01,-7.630226670000000411e+01
2.089296130000000140e+00,5.876999999987475576e-05,2.450726000000713611e-02,-7.339615874999999789e+01,-7.610246899999999926e+01
2.137962089999999815e+00,6.159000000005576680e-05,2.507754999999178835e-02,-7.319620695000000410e+01,-7.590268260000000566e+01
2.187761619999999851e+00,6.455000000027411033e-05,2.566133999999919979e-02,-7.299625745999999538e+01,-7.570290810000000192e+01
2.238721139999999998e+00,6.765000000008569714e-05,2.625886999999238469e-02,-7.279631038000000842e+01,-7.550314590000000692e+01
2.290867650000000033e+00,7.088999999993461643e-05,2.687026999998920473e-02,-7.259636600000000328e+01,-7.530339639999999690e+01
2.344228820000000102e+00,7.428000000020418270e-05,2.749556000000552558e-02,-7.239642426999999714e+01,-7.510366030000000137e+01
2.398832919999999813e+00,7.782999999994544282e-05,2.813571999999453510e-02,-7.219648542999999563e+01,-7.490393799999999658e+01
2.454708919999999850e+00,8.154999999998580051e-05,2.879067999998596861e-02,-7.199654945999999711e+01,-7.470423010000000374e+01
2.511886430000000114e+00,8.543999999988116656e-05,2.946034000001418462e-02,-7.179661654000000226e+01,-7.450453729999999553e+01
2.570395780000000130e+00,8.951999999995408075e-05,3.014661000000273816e-02,-7.159668680999999424e+01,-7.430486009999999908e+01
2.630267990000000111e+00,9.377999999982122858e-05,3.084843999999975495e-02,-7.139676047000000381e+01,-7.410519920000000127e+01
2.691534799999999894e+00,9.825000000018846436e-05,3.156581000001779103e-02,-7.119683747999999923e+01,-7.390555539999999723e+01
2.754228700000000085e+00,1.029300000001676096e-04,3.230078000001412875e-02,-7.099691817000000071e+01,-7.370592929999999399e+01
2.818382929999999842e+00,1.078300000001419789e-04,3.305252999999197527e-02,-7.079700264999999604e+01,-7.350632170000000087e+01
2.884031499999999859e+00,1.129600000000507976e-04,3.382134000000291962e-02,-7.059709107000000472e+01,-7.330673339999999882e+01
