f_ghz,s21_msb_db,s21_lsb_db,s11_msb_db,s11_lsb_db,s22_db
3.548133889999999901e+00,8.358794359999999202e+00,2.387533710000000031e+00,-2.528352419999999867e+01,-2.790926999999999936e+01,-3.125653589999999937e+01
3.630780549999999884e+00,8.358145860000000482e+00,2.387168850000000120e+00,-2.518981360000000080e+01,-2.786019890000000032e+01,-3.111821360000000070e+01
3.715352289999999780e+00,8.357466730000000510e+00,2.386786670000000221e+00,-2.509382790000000085e+01,-2.780940740000000133e+01,-3.097797350000000094e+01
3.801893960000000128e+00,8.356755590000000566e+00,2.386386410000000069e+00,-2.499556439999999924e+01,-2.775685650000000138e+01,-3.083585229999999910e+01
3.890451450000000033e+00,8.356011040000000278e+00,2.385967330000000164e+00,-2.489502290000000073e+01,-2.770250770000000173e+01,-3.069188769999999877e+01
3.981071710000000152e+00,8.355231579999999880e+00,2.385528600000000221e+00,-2.479220559999999907e+01,-2.764632339999999999e+01,-3.054611810000000105e+01
4.073802780000000290e+00,8.354415649999999971e+00,2.385069380000000017e+00,-2.468711730000000060e+01,-2.758826669999999837e+01,-3.039858299999999858e+01
4.168693829999999600e+00,8.353561629999999738e+00,2.384588799999999953e+00,-2.457976529999999826e+01,-2.752830140000000014e+01,-3.024932210000000055e+01
4.265795190000000403e+00,8.352667829999999682e+00,2.384085939999999848e+00,-2.447015920000000122e+01,-2.746639270000000010e+01,-3.009837599999999824e+01
4.365158319999999925e+00,8.351732480000000791e+00,2.383559850000000147e+00,-2.435831119999999927e+01,-2.740250689999999878e+01,-2.994578549999999950e+01
4.466835920000000293e+00,8.350753709999999330e+00,2.383009529999999820e+00,-2.424423559999999966e+01,-2.733661130000000128e+01,-2.979159170000000145e+01
4.570881899999999831e+00,8.349729619999999741e+00,2.382433949999999800e+00,-2.412794939999999855e+01,-2.726867490000000060e+01,-2.963583600000000118e+01
4.677351409999999987e+00,8.348658159999999384e+00,2.381832020000000050e+00,-2.400947150000000008e+01,-2.719866800000000140e+01,-2.947856000000000165e+01
4.786300920000000403e+00,8.347537250000000242e+00,2.381202609999999886e+00,-2.388882329999999854e+01,-2.712656279999999853e+01,-2.931980509999999995e+01
4.897788189999999986e+00,8.346364680000000646e+00,2.380544550000000203e+00,-2.376602809999999977e+01,-2.705233289999999968e+01,-2.915961270000000027e+01
5.011872340000000037e+00,8.345138159999999417e+00,2.379856619999999978e+00,-2.364111139999999978e+01,-2.697595379999999921e+01,-2.899802419999999969e+01
5.128613839999999868e+00,8.343855290000000480e+00,2.379137539999999884e+00,-2.351410059999999902e+01,-2.689740309999999823e+01,-2.883508069999999890e+01
5.248074599999999812e+00,8.342513589999999368e+00,2.378385980000000011e+00,-2.338502480000000006e+01,-2.681666029999999878e+01,-2.867082279999999983e+01
5.370317960000000390e+00,8.341110430000000520e+00,2.377600559999999863e+00,-2.325391520000000156e+01,-2.673370690000000138e+01,-2.850529110000000088e+01
5.495408740000000236e+00,8.339643099999999976e+00,2.376779840000000199e+00,-2.312080429999999964e+01,-2.664852670000000145e+01,-2.833852540000000175e+01
5.623413249999999586e+00,8.338108760000000785e+00,2.375922319999999921e+00,-2.298572640000000078e+01,-2.656110569999999882e+01,-2.817056529999999981e+01
5.754399369999999792e+00,8.336504440000000571e+00,2.375026440000000072e+00,-2.284871719999999939e+01,-2.647143230000000003e+01,-2.800144960000000083e+01
5.888436549999999770e+00,8.334827069999999338e+00,2.374090559999999961e+00,-2.270981360000000038e+01,-2.637949719999999942e+01,-2.783121679999999998e+01
6.025595860000000137e+00,8.333073410000000791e+00,2.373112990000000089e+00,-2.256905379999999894e+01,-2.628529359999999926e+01,-2.765990439999999850e+01
6.165950020000000364e+00,8.331240100000000481e+00,2.372091960000000110e+00,-2.242647729999999839e+01,-2.618881680000000145e+01,-2.748754950000000008e+01
6.309573440000000311e+00,8.329323620000000261e+00,2.371025640000000045e+00,-2.228212429999999955e+01,-2.609006510000000034e+01,-2.731418839999999904e+01
6.456542289999999795e+00,8.327320329999999160e+00,2.369912110000000016e+00,-2.213603609999999833e+01,-2.598903899999999823e+01,-2.713985660000000166e+01
